,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Salary
18338,32,Private,107218,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
18339,25,Private,123586,Bachelors,10,Never-married,Adm-clerical,Unmarried,Other,Male,0,0,40,United-States,<=50K
18340,53,Private,158352,Compulsory,3,Married,Other-service,Other-relative,White,Female,0,0,24,Italy,<=50K
18341,38,Private,76317,Associate,11,Married,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
18342,62,Other-service,176753,High School,9,Married,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
18343,20,Private,122346,High School,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
18344,26,Private,463194,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18345,23,Private,162228,High School,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
18346,43,State-gov,115005,High School,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
18347,29,State-gov,183285,Bachelors,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,36,United-States,<=50K
18348,34,Private,169605,Compulsory,6,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,<=50K
18349,24,Private,450695,Bachelors,10,Never-married,Sales,Own-child,White,Male,0,0,35,United-States,<=50K
18350,44,Local-gov,124692,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
18351,19,Private,63918,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
18352,47,Private,102569,Bachelors,13,Married,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
18353,40,Private,289309,Bachelors,10,Divorced,Other-service,Not-in-family,White,Female,0,0,48,United-States,<=50K
18354,45,Private,101825,High School,9,Widowed,Sales,Unmarried,White,Female,0,0,45,United-States,<=50K
18355,43,Private,206833,High School,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,45,United-States,<=50K
18356,22,Other-service,77873,Compulsory,5,Never-married,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
18357,50,Private,145333,Doctorate,16,Divorced,Prof-specialty,Other-relative,White,Male,10520,0,50,United-States,>50K
18358,72,Other-service,194548,Bachelors,10,Married,Other-service,Not-in-family,White,Male,0,0,3,United-States,<=50K
18359,29,Private,206351,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
18360,47,Private,198200,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
18361,24,Private,140001,High School,9,Never-married,Sales,Own-child,White,Male,0,0,35,El-Salvador,<=50K
18362,22,Other-service,287988,Bachelors,10,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States,<=50K
18363,21,Private,143604,High School,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
18364,30,Self-emp-not-inc,146161,High School,9,Married,Exec-managerial,Husband,White,Male,0,1887,50,United-States,>50K
18365,37,Private,196529,Bachelors,10,Widowed,Other-service,Not-in-family,White,Female,2354,0,40,Others,<=50K
18366,74,Self-emp-not-inc,192413,Prof-school,15,Divorced,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,<=50K
18367,70,Self-emp-not-inc,139889,Bachelors,10,Married,Farming-fishing,Husband,White,Male,2653,0,70,United-States,<=50K
18368,27,Private,104917,Associate,11,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18369,32,Local-gov,161478,Bachelors,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,46,United-States,<=50K
18370,30,Private,35644,Compulsory,7,Married,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
18371,29,Local-gov,116751,Associate,11,Divorced,Protective-serv,Unmarried,White,Male,0,0,56,United-States,<=50K
18372,18,Private,238867,Compulsory,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,1602,40,United-States,<=50K
18373,31,Private,265706,High School,9,Married,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
18374,39,State-gov,179668,Bachelors,10,Married,Protective-serv,Husband,White,Male,0,0,70,United-States,<=50K
18375,21,Private,57951,Bachelors,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
18376,31,Private,176711,High School,9,Married,Transport-moving,Husband,White,Male,0,0,38,United-States,<=50K
18377,33,Local-gov,368675,Bachelors,10,Married,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
18378,39,Private,216149,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,>50K
18379,29,Private,173851,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18380,34,Private,90705,Bachelors,10,Married,Tech-support,Husband,White,Male,0,1485,40,United-States,<=50K
18381,52,State-gov,216342,Bachelors,13,Widowed,Exec-managerial,Unmarried,White,Female,0,0,55,United-States,<=50K
18382,35,Private,140752,High School,9,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,<=50K
18383,33,Private,116508,Compulsory,6,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18384,40,Other-service,224361,Compulsory,5,Divorced,Other-service,Unmarried,White,Female,0,0,5,Cuba,<=50K
18385,43,Private,180303,Bachelors,13,Married,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,>50K
18386,66,Other-service,196736,Compulsory,2,Never-married,Other-service,Not-in-family,Black,Male,0,0,30,United-States,<=50K
18387,51,Local-gov,110327,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
18388,36,Private,185607,High School,9,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
18389,17,Local-gov,244856,Compulsory,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,<=50K
18390,32,Private,198068,High School,9,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18391,39,Private,97136,High School,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
18392,19,Self-emp-inc,164658,Bachelors,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K
18393,54,Private,235693,Compulsory,7,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,>50K
18394,45,Private,197038,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,>50K
18395,47,Local-gov,97419,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
18396,49,Self-emp-not-inc,208872,High School,9,Married,Farming-fishing,Husband,White,Male,0,1672,98,United-States,<=50K
18397,32,Private,205528,High School,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
18398,28,Self-emp-inc,146042,High School,9,Married,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
18399,39,Self-emp-inc,222641,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
18400,27,Self-emp-inc,376936,High School,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
18401,42,Local-gov,138077,Masters,14,Married,Prof-specialty,Wife,White,Female,0,0,38,United-States,>50K
18402,24,Private,155913,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,44,United-States,<=50K
18403,45,Private,36006,Bachelors,13,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
18404,19,Private,214678,High School,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,<=50K
18405,46,Private,369538,Compulsory,6,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
18406,50,Private,166565,High School,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
18407,32,Private,257043,High School,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,42,United-States,<=50K
18408,47,Self-emp-inc,181130,Prof-school,15,Married,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
18409,69,Other-service,254834,Bachelors,13,Married,Other-service,Husband,White,Male,10605,0,10,United-States,>50K
18410,43,Self-emp-not-inc,38876,High School,9,Married,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
18411,29,Private,187073,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18412,43,Federal-gov,156996,Prof-school,15,Married,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2415,55,Others,>50K
18413,90,Private,313749,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,<=50K
18414,41,Private,331651,Prof-school,15,Married,Exec-managerial,Wife,White,Female,0,0,50,Japan,>50K
18415,24,Private,243368,Compulsory,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,36,Mexico,<=50K
18416,24,Private,32921,Bachelors,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,<=50K
18417,24,Private,117167,Bachelors,10,Never-married,Other-service,Not-in-family,White,Female,0,0,53,United-States,<=50K
18418,35,Private,401930,High School,9,Married,Adm-clerical,Wife,White,Female,0,1887,42,United-States,>50K
18419,30,Private,114691,Bachelors,13,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
18420,46,Private,99385,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
18421,19,Local-gov,210308,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Female,0,1721,30,United-States,<=50K
18422,39,Private,252327,Compulsory,5,Divorced,Craft-repair,Own-child,White,Male,0,0,35,Mexico,<=50K
18423,43,Private,90582,High School,9,Married,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
18424,35,Private,190194,High School,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
18425,65,Private,264188,High School,9,Widowed,Sales,Not-in-family,White,Female,0,0,24,United-States,<=50K
18426,34,Private,243776,High School,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
18427,41,Private,67065,Associate,11,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
18428,24,Self-emp-not-inc,204209,Bachelors,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,60,United-States,<=50K
18429,24,Private,226668,High School,9,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,35,United-States,<=50K
18430,34,Self-emp-inc,174215,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,4787,0,45,France,>50K
18431,33,Private,315143,High School,9,Married,Sales,Husband,White,Male,0,0,40,Cuba,>50K
18432,37,Private,118681,High School,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,38,Puerto-Rico,<=50K
18433,39,Self-emp-not-inc,208109,High School,9,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,>50K
18434,58,Private,116901,High School,9,Divorced,Other-service,Unmarried,White,Female,0,0,25,United-States,<=50K
18435,36,Self-emp-not-inc,405644,High School,9,Married,Craft-repair,Husband,White,Male,0,0,35,Mexico,<=50K
18436,33,Federal-gov,293550,Bachelors,10,Married,Tech-support,Wife,White,Female,4064,0,40,United-States,<=50K
18437,42,Local-gov,328581,Masters,14,Married,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
18438,31,Private,217962,Bachelors,10,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,Others,<=50K
18439,57,Private,158827,High School,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
18440,67,Federal-gov,65475,High School,9,Married,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
18441,23,Private,159709,High School,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18442,35,Private,140474,Bachelors,10,Married,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
18443,43,Private,144778,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,55,Italy,>50K
18444,39,Self-emp-not-inc,83242,Bachelors,10,Married,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
18445,36,Private,143385,High School,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18446,29,Local-gov,167544,Associate,12,Divorced,Other-service,Unmarried,White,Female,0,0,13,United-States,<=50K
18447,25,Private,122175,High School,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
18448,54,Private,378747,Compulsory,6,Divorced,Transport-moving,Unmarried,Black,Male,0,0,45,United-States,>50K
18449,24,Private,230475,High School,9,Married,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K
18450,50,Self-emp-inc,120781,Bachelors,13,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,60,South,>50K
18451,70,Private,206232,Compulsory,6,Married,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
18452,61,Private,298400,Bachelors,13,Divorced,Sales,Not-in-family,Black,Male,4787,0,48,United-States,>50K
18453,51,Federal-gov,163671,Bachelors,13,Married,Exec-managerial,Husband,White,Male,0,1902,40,United-States,<=50K
18454,38,Self-emp-not-inc,140583,Masters,14,Married,Farming-fishing,Husband,White,Male,0,0,70,United-States,<=50K
18455,51,Private,137253,High School,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,>50K
18456,28,Private,246974,High School,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
18457,66,Self-emp-not-inc,182470,Prof-school,15,Married,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K
18458,57,Self-emp-inc,107617,High School,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,>50K
18459,44,Self-emp-inc,116358,Bachelors,13,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,Others,>50K
18460,29,Private,250819,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
18461,21,Private,196508,Bachelors,10,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
18462,42,Private,367533,Compulsory,6,Married,Craft-repair,Own-child,Other,Male,0,0,43,United-States,>50K
18463,74,Private,188709,Prof-school,15,Married,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
18464,50,Private,271160,Bachelors,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
18465,65,Private,173674,High School,9,Divorced,Other-service,Other-relative,White,Female,0,0,14,United-States,<=50K
18466,64,Other-service,257790,High School,9,Divorced,Other-service,Unmarried,White,Female,0,0,38,United-States,<=50K
18467,44,Private,322391,Compulsory,7,Divorced,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
18468,34,Private,209691,Associate,11,Married,Prof-specialty,Husband,White,Male,4386,0,50,United-States,>50K
18469,17,Private,104232,Compulsory,6,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,<=50K
18470,17,Other-service,86786,Compulsory,6,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
18471,43,Private,88233,Bachelors,10,Married,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K
18472,32,Private,240888,Associate,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
18473,54,Private,169719,Bachelors,13,Married,Sales,Husband,White,Male,3103,0,40,United-States,>50K
18474,20,Private,129240,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K
18475,23,Private,160968,Bachelors,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,10,United-States,<=50K
18476,34,Private,236861,High School,9,Married,Other-service,Husband,White,Male,0,0,45,United-States,<=50K
18477,30,Private,109282,Bachelors,10,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
18478,32,Private,215047,Compulsory,4,Married,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
18479,40,Private,115932,Bachelors,13,Married,Prof-specialty,Husband,White,Male,0,0,60,Others,>50K
18480,28,Private,55360,Bachelors,10,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
18481,44,Private,224658,High School,9,Married,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
18482,29,Local-gov,376302,Associate,11,Married,Tech-support,Wife,White,Female,0,0,35,Others,>50K
18483,28,Private,183597,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,594,0,50,Germany,<=50K
18484,37,Private,115289,Bachelors,10,Married,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
18485,56,Self-emp-inc,258883,Bachelors,10,Married,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
18486,27,Private,69132,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
18487,34,Private,207301,High School,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,<=50K
18488,37,Private,179671,High School,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
18489,66,Self-emp-not-inc,140456,Bachelors,13,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
18490,19,Private,327397,High School,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
18491,60,Private,200235,Associate,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
18492,54,Self-emp-not-inc,108435,Bachelors,10,Married,Transport-moving,Husband,White,Male,2829,0,30,United-States,<=50K
